Trial,Year,State,Site,Site_Prod,Block,Plant_N,Yield_SY
28,2015,ND,Durbin,Low,1,40,9531.1
28,2015,ND,Durbin,Low,1,80,11028.3
28,2015,ND,Durbin,Low,1,40,7753.3
28,2015,ND,Durbin,Low,1,40,10274.5
28,2015,ND,Durbin,Low,1,80,9355.1
28,2015,ND,Durbin,Low,1,40,10042.9
28,2015,ND,Durbin,Low,1,40,11791.2
28,2015,ND,Durbin,Low,1,160,12530.6
28,2015,ND,Durbin,Low,1,0,5357.2
28,2015,ND,Durbin,Low,1,120,11604.9
28,2015,ND,Durbin,Low,1,40,10879.7
28,2015,ND,Durbin,Low,1,40,10973.2
28,2015,ND,Durbin,Low,1,80,11003.1
28,2015,ND,Durbin,Low,1,200,13949
28,2015,ND,Durbin,Low,1,240,13170.7
28,2015,ND,Durbin,Low,1,280,10240.3
28,2015,ND,Durbin,Low,2,160,8790
28,2015,ND,Durbin,Low,2,80,11165.7
28,2015,ND,Durbin,Low,2,240,10322.6
28,2015,ND,Durbin,Low,2,40,11498.1
28,2015,ND,Durbin,Low,2,0,5506
28,2015,ND,Durbin,Low,2,40,9813.4
28,2015,ND,Durbin,Low,2,40,8516.9
28,2015,ND,Durbin,Low,2,80,10253.3
28,2015,ND,Durbin,Low,2,120,10800.6
28,2015,ND,Durbin,Low,2,40,8734.1
28,2015,ND,Durbin,Low,2,80,9827.1
28,2015,ND,Durbin,Low,2,280,8672.2
28,2015,ND,Durbin,Low,2,40,8256.3
28,2015,ND,Durbin,Low,2,40,9790.5
28,2015,ND,Durbin,Low,2,200,7916.1
28,2015,ND,Durbin,Low,2,40,8489.1
28,2015,ND,Durbin,Low,3,0,4364.1
28,2015,ND,Durbin,Low,3,40,8996.6
28,2015,ND,Durbin,Low,3,40,9062.1
28,2015,ND,Durbin,Low,3,40,9076.8
28,2015,ND,Durbin,Low,3,200,11617.4
28,2015,ND,Durbin,Low,3,40,9269.1
28,2015,ND,Durbin,Low,3,80,12140.7
28,2015,ND,Durbin,Low,3,80,9665.9
28,2015,ND,Durbin,Low,3,40,10692
28,2015,ND,Durbin,Low,3,160,11096.8
28,2015,ND,Durbin,Low,3,240,10268.2
28,2015,ND,Durbin,Low,3,120,8400.6
28,2015,ND,Durbin,Low,3,80,11814
28,2015,ND,Durbin,Low,3,40,12173.9
28,2015,ND,Durbin,Low,3,280,8954.7
28,2015,ND,Durbin,Low,3,40,7338.2
28,2015,ND,Durbin,Low,4,120,7387.4
28,2015,ND,Durbin,Low,4,80,8366.9
28,2015,ND,Durbin,Low,4,40,6893.6
28,2015,ND,Durbin,Low,4,80,8828.4
28,2015,ND,Durbin,Low,4,240,11381.7
28,2015,ND,Durbin,Low,4,40,8777.4
28,2015,ND,Durbin,Low,4,160,8783.5
28,2015,ND,Durbin,Low,4,40,9207.9
28,2015,ND,Durbin,Low,4,40,8515.3
28,2015,ND,Durbin,Low,4,40,6583.9
28,2015,ND,Durbin,Low,4,280,8562.4
28,2015,ND,Durbin,Low,4,0,1660.4
28,2015,ND,Durbin,Low,4,40,10296.8
28,2015,ND,Durbin,Low,4,80,10282.8
28,2015,ND,Durbin,Low,4,200,11910
28,2015,ND,Durbin,Low,4,40,8382.1
29,2015,NE,Brandes,Low,1,40,6670.4
29,2015,NE,Brandes,Low,1,80,6803.7
29,2015,NE,Brandes,Low,1,40,10735.4
29,2015,NE,Brandes,Low,1,40,13020
29,2015,NE,Brandes,Low,1,80,14213.2
29,2015,NE,Brandes,Low,1,40,14050
29,2015,NE,Brandes,Low,1,40,12325.7
29,2015,NE,Brandes,Low,1,160,8626.7
29,2015,NE,Brandes,Low,1,0,6466.7
29,2015,NE,Brandes,Low,1,120,9076.6
29,2015,NE,Brandes,Low,1,40,12626.9
29,2015,NE,Brandes,Low,1,40,12753.1
29,2015,NE,Brandes,Low,1,80,13123
29,2015,NE,Brandes,Low,1,200,13097.7
29,2015,NE,Brandes,Low,1,240,10410.9
29,2015,NE,Brandes,Low,1,280,9619.4
29,2015,NE,Brandes,Low,2,160,9010.5
29,2015,NE,Brandes,Low,2,80,13165.8
29,2015,NE,Brandes,Low,2,240,13107.9
29,2015,NE,Brandes,Low,2,40,13160.6
29,2015,NE,Brandes,Low,2,0,5592.8
29,2015,NE,Brandes,Low,2,40,13342.1
29,2015,NE,Brandes,Low,2,40,10419.3
29,2015,NE,Brandes,Low,2,80,5770.1
29,2015,NE,Brandes,Low,2,120,6895.4
29,2015,NE,Brandes,Low,2,40,11548.9
29,2015,NE,Brandes,Low,2,80,13221.6
29,2015,NE,Brandes,Low,2,280,10820.9
29,2015,NE,Brandes,Low,2,40,5593.5
29,2015,NE,Brandes,Low,2,40,13209.3
29,2015,NE,Brandes,Low,2,200,9995.8
29,2015,NE,Brandes,Low,2,40,11825.5
29,2015,NE,Brandes,Low,3,0,5250.5
29,2015,NE,Brandes,Low,3,40,8787.7
29,2015,NE,Brandes,Low,3,40,11277.9
29,2015,NE,Brandes,Low,3,40,11789.4
29,2015,NE,Brandes,Low,3,200,8363.5
29,2015,NE,Brandes,Low,3,40,11237.4
29,2015,NE,Brandes,Low,3,80,5828.3
29,2015,NE,Brandes,Low,3,80,11550.8
29,2015,NE,Brandes,Low,3,40,12863.7
29,2015,NE,Brandes,Low,3,160,6954.8
29,2015,NE,Brandes,Low,3,240,8646.3
29,2015,NE,Brandes,Low,3,120,5609.4
29,2015,NE,Brandes,Low,3,80,12968.9
29,2015,NE,Brandes,Low,3,40,12319.5
29,2015,NE,Brandes,Low,3,280,11343.1
29,2015,NE,Brandes,Low,3,40,5402.4
29,2015,NE,Brandes,Low,4,120,7316.7
29,2015,NE,Brandes,Low,4,80,13231.4
29,2015,NE,Brandes,Low,4,40,10540.1
29,2015,NE,Brandes,Low,4,80,12158.6
29,2015,NE,Brandes,Low,4,240,10649.2
29,2015,NE,Brandes,Low,4,40,13256.8
29,2015,NE,Brandes,Low,4,160,8803.5
29,2015,NE,Brandes,Low,4,40,11883.8
29,2015,NE,Brandes,Low,4,40,12983.8
29,2015,NE,Brandes,Low,4,40,6221.7
29,2015,NE,Brandes,Low,4,280,10985.8
29,2015,NE,Brandes,Low,4,0,5652.6
29,2015,NE,Brandes,Low,4,40,13115.9
29,2015,NE,Brandes,Low,4,80,8396.5
29,2015,NE,Brandes,Low,4,200,12009.1
29,2015,NE,Brandes,Low,4,40,12181.8
30,2015,NE,SCAL,High,1,40,14668.8
30,2015,NE,SCAL,High,1,80,15501.5
30,2015,NE,SCAL,High,1,40,15202
30,2015,NE,SCAL,High,1,40,15327.4
30,2015,NE,SCAL,High,1,80,15189.2
30,2015,NE,SCAL,High,1,40,14580.5
30,2015,NE,SCAL,High,1,40,15547.1
30,2015,NE,SCAL,High,1,160,14745.6
30,2015,NE,SCAL,High,1,0,14705.9
30,2015,NE,SCAL,High,1,120,14943.4
30,2015,NE,SCAL,High,1,40,15719.4
30,2015,NE,SCAL,High,1,40,15597.6
30,2015,NE,SCAL,High,1,80,15818.1
30,2015,NE,SCAL,High,1,200,16085.8
30,2015,NE,SCAL,High,1,240,16169.8
30,2015,NE,SCAL,High,1,280,16299.4
30,2015,NE,SCAL,High,2,160,15515.9
30,2015,NE,SCAL,High,2,80,15300.5
30,2015,NE,SCAL,High,2,240,15741.3
30,2015,NE,SCAL,High,2,40,16179.4
30,2015,NE,SCAL,High,2,0,14830.9
30,2015,NE,SCAL,High,2,40,15865.2
30,2015,NE,SCAL,High,2,40,15923.7
30,2015,NE,SCAL,High,2,80,15924.9
30,2015,NE,SCAL,High,2,120,14581.5
30,2015,NE,SCAL,High,2,40,14401.2
30,2015,NE,SCAL,High,2,80,15090.4
30,2015,NE,SCAL,High,2,280,14134.4
30,2015,NE,SCAL,High,2,40,14320.8
30,2015,NE,SCAL,High,2,40,15187.3
30,2015,NE,SCAL,High,2,200,15319.7
30,2015,NE,SCAL,High,2,40,15149.8
30,2015,NE,SCAL,High,3,0,13966.5
30,2015,NE,SCAL,High,3,40,15411.9
30,2015,NE,SCAL,High,3,40,15696.4
30,2015,NE,SCAL,High,3,40,15695.3
30,2015,NE,SCAL,High,3,200,15647.2
30,2015,NE,SCAL,High,3,40,14431.6
30,2015,NE,SCAL,High,3,80,15345.6
30,2015,NE,SCAL,High,3,80,15042.4
30,2015,NE,SCAL,High,3,40,14886.7
30,2015,NE,SCAL,High,3,160,14552.4
30,2015,NE,SCAL,High,3,240,14461.2
30,2015,NE,SCAL,High,3,120,14205.9
30,2015,NE,SCAL,High,3,80,15459.7
30,2015,NE,SCAL,High,3,40,15536.3
30,2015,NE,SCAL,High,3,280,15750.3
30,2015,NE,SCAL,High,3,40,15611.2
30,2015,NE,SCAL,High,4,120,14514
30,2015,NE,SCAL,High,4,80,14035.2
30,2015,NE,SCAL,High,4,40,14772.8
30,2015,NE,SCAL,High,4,80,15126.3
30,2015,NE,SCAL,High,4,240,14512.6
30,2015,NE,SCAL,High,4,40,14544.7
30,2015,NE,SCAL,High,4,160,15520.8
30,2015,NE,SCAL,High,4,40,14808.3
30,2015,NE,SCAL,High,4,40,14704.2
30,2015,NE,SCAL,High,4,40,14627.5
30,2015,NE,SCAL,High,4,280,15003.5
30,2015,NE,SCAL,High,4,0,13753.6
30,2015,NE,SCAL,High,4,40,15555.2
30,2015,NE,SCAL,High,4,80,15080.1
30,2015,NE,SCAL,High,4,200,16276.2
30,2015,NE,SCAL,High,4,40,15969.8
31,2015,WI,Belmont,High,1,40,13128.3
31,2015,WI,Belmont,High,1,80,11884.1
31,2015,WI,Belmont,High,1,40,11532.6
31,2015,WI,Belmont,High,1,40,.
31,2015,WI,Belmont,High,1,80,12522.1
31,2015,WI,Belmont,High,1,40,12641.1
31,2015,WI,Belmont,High,1,40,13154.1
31,2015,WI,Belmont,High,1,160,12252.5
31,2015,WI,Belmont,High,1,0,11753.5
31,2015,WI,Belmont,High,1,120,11390.4
31,2015,WI,Belmont,High,1,40,11180.5
31,2015,WI,Belmont,High,1,40,12427.5
31,2015,WI,Belmont,High,1,80,12391.6
31,2015,WI,Belmont,High,1,200,11653.2
31,2015,WI,Belmont,High,1,240,11804.6
31,2015,WI,Belmont,High,1,280,11968.4
31,2015,WI,Belmont,High,2,160,12584.8
31,2015,WI,Belmont,High,2,80,10846.1
31,2015,WI,Belmont,High,2,240,11081
31,2015,WI,Belmont,High,2,40,.
31,2015,WI,Belmont,High,2,0,11540.7
31,2015,WI,Belmont,High,2,40,13114.9
31,2015,WI,Belmont,High,2,40,12760
31,2015,WI,Belmont,High,2,80,11729.2
31,2015,WI,Belmont,High,2,120,12550.1
31,2015,WI,Belmont,High,2,40,11285.4
31,2015,WI,Belmont,High,2,80,10724
31,2015,WI,Belmont,High,2,280,11686.1
31,2015,WI,Belmont,High,2,40,12199.5
31,2015,WI,Belmont,High,2,40,12060.7
31,2015,WI,Belmont,High,2,200,11226.5
31,2015,WI,Belmont,High,2,40,11259
31,2015,WI,Belmont,High,3,0,11483.1
31,2015,WI,Belmont,High,3,40,11825.8
31,2015,WI,Belmont,High,3,40,11497.6
31,2015,WI,Belmont,High,3,40,.
31,2015,WI,Belmont,High,3,200,11768.2
31,2015,WI,Belmont,High,3,40,11733.7
31,2015,WI,Belmont,High,3,80,11919.3
31,2015,WI,Belmont,High,3,80,11240.3
31,2015,WI,Belmont,High,3,40,11426.1
31,2015,WI,Belmont,High,3,160,11320.5
31,2015,WI,Belmont,High,3,240,10371.2
31,2015,WI,Belmont,High,3,120,12062.9
31,2015,WI,Belmont,High,3,80,12377
31,2015,WI,Belmont,High,3,40,11957.9
31,2015,WI,Belmont,High,3,280,11979.3
31,2015,WI,Belmont,High,3,40,10593.1
31,2015,WI,Belmont,High,4,120,12723.6
31,2015,WI,Belmont,High,4,80,12052.9
31,2015,WI,Belmont,High,4,40,12374.8
31,2015,WI,Belmont,High,4,80,.
31,2015,WI,Belmont,High,4,240,11870.8
31,2015,WI,Belmont,High,4,40,12221.1
31,2015,WI,Belmont,High,4,160,12462.9
31,2015,WI,Belmont,High,4,40,11876.9
31,2015,WI,Belmont,High,4,40,12378.1
31,2015,WI,Belmont,High,4,40,11671.2
31,2015,WI,Belmont,High,4,280,11718.6
31,2015,WI,Belmont,High,4,0,12008.9
31,2015,WI,Belmont,High,4,40,12929
31,2015,WI,Belmont,High,4,80,12423.7
31,2015,WI,Belmont,High,4,200,11759.6
31,2015,WI,Belmont,High,4,40,11223.8
32,2015,WI,Darlington,Low,1,40,10375.4
32,2015,WI,Darlington,Low,1,80,9613.8
32,2015,WI,Darlington,Low,1,40,10275.3
32,2015,WI,Darlington,Low,1,40,11065.8
32,2015,WI,Darlington,Low,1,80,.
32,2015,WI,Darlington,Low,1,40,13530.2
32,2015,WI,Darlington,Low,1,40,11176
32,2015,WI,Darlington,Low,1,160,10518.6
32,2015,WI,Darlington,Low,1,0,8441.4
32,2015,WI,Darlington,Low,1,120,10986.9
32,2015,WI,Darlington,Low,1,40,12859.8
32,2015,WI,Darlington,Low,1,40,13758.3
32,2015,WI,Darlington,Low,1,80,13067.6
32,2015,WI,Darlington,Low,1,200,12853
32,2015,WI,Darlington,Low,1,240,15251.7
32,2015,WI,Darlington,Low,1,280,12153.6
32,2015,WI,Darlington,Low,2,160,12286
32,2015,WI,Darlington,Low,2,80,12342.1
32,2015,WI,Darlington,Low,2,240,12446.5
32,2015,WI,Darlington,Low,2,40,12797.2
32,2015,WI,Darlington,Low,2,0,8452.3
32,2015,WI,Darlington,Low,2,40,11215.6
32,2015,WI,Darlington,Low,2,40,11659.5
32,2015,WI,Darlington,Low,2,80,11139.6
32,2015,WI,Darlington,Low,2,120,10765.1
32,2015,WI,Darlington,Low,2,40,11684.8
32,2015,WI,Darlington,Low,2,80,11408.5
32,2015,WI,Darlington,Low,2,280,13047.5
32,2015,WI,Darlington,Low,2,40,10310
32,2015,WI,Darlington,Low,2,40,11053.2
32,2015,WI,Darlington,Low,2,200,10642.5
32,2015,WI,Darlington,Low,2,40,11310.4
32,2015,WI,Darlington,Low,3,0,8422.3
32,2015,WI,Darlington,Low,3,40,12373
32,2015,WI,Darlington,Low,3,40,12295.1
32,2015,WI,Darlington,Low,3,40,12953.2
32,2015,WI,Darlington,Low,3,200,13763.6
32,2015,WI,Darlington,Low,3,40,12565.3
32,2015,WI,Darlington,Low,3,80,10880.4
32,2015,WI,Darlington,Low,3,80,11142.9
32,2015,WI,Darlington,Low,3,40,11660
32,2015,WI,Darlington,Low,3,160,10765.8
32,2015,WI,Darlington,Low,3,240,14971.2
32,2015,WI,Darlington,Low,3,120,10642.9
32,2015,WI,Darlington,Low,3,80,10391.6
32,2015,WI,Darlington,Low,3,40,11138.2
32,2015,WI,Darlington,Low,3,280,10906
32,2015,WI,Darlington,Low,3,40,10157.5
32,2015,WI,Darlington,Low,4,120,11662.5
32,2015,WI,Darlington,Low,4,80,12410.6
32,2015,WI,Darlington,Low,4,40,12701.9
32,2015,WI,Darlington,Low,4,80,12842.4
32,2015,WI,Darlington,Low,4,240,13812.1
32,2015,WI,Darlington,Low,4,40,12264.9
32,2015,WI,Darlington,Low,4,160,13259.8
32,2015,WI,Darlington,Low,4,40,13980.4
32,2015,WI,Darlington,Low,4,40,14277.5
32,2015,WI,Darlington,Low,4,40,12066.6
32,2015,WI,Darlington,Low,4,280,13497.1
32,2015,WI,Darlington,Low,4,0,11284.3
32,2015,WI,Darlington,Low,4,40,13457.2
32,2015,WI,Darlington,Low,4,80,13248.6
32,2015,WI,Darlington,Low,4,200,13418.3
32,2015,WI,Darlington,Low,4,40,13924.6
33,2016,IA,Crawford,High,1,40,10380.8
33,2016,IA,Crawford,High,1,80,12313.2
33,2016,IA,Crawford,High,1,40,13355.3
33,2016,IA,Crawford,High,1,40,15363.1
33,2016,IA,Crawford,High,1,80,14093.4
33,2016,IA,Crawford,High,1,40,14157.8
33,2016,IA,Crawford,High,1,40,12443.8
33,2016,IA,Crawford,High,1,160,12591.1
33,2016,IA,Crawford,High,1,0,6936.9
33,2016,IA,Crawford,High,1,120,11942.1
33,2016,IA,Crawford,High,1,40,12972.9
33,2016,IA,Crawford,High,1,40,13764.3
33,2016,IA,Crawford,High,1,80,11906.7
33,2016,IA,Crawford,High,1,200,13010.1
33,2016,IA,Crawford,High,1,240,12072.9
33,2016,IA,Crawford,High,1,280,10960.4
33,2016,IA,Crawford,High,2,160,12087.8
33,2016,IA,Crawford,High,2,80,14040.5
33,2016,IA,Crawford,High,2,240,9572.9
33,2016,IA,Crawford,High,2,40,14803.7
33,2016,IA,Crawford,High,2,0,7764.9
33,2016,IA,Crawford,High,2,40,14831.6
33,2016,IA,Crawford,High,2,40,11895.4
33,2016,IA,Crawford,High,2,80,12492.8
33,2016,IA,Crawford,High,2,120,10881.2
33,2016,IA,Crawford,High,2,40,13188.4
33,2016,IA,Crawford,High,2,80,10626.6
33,2016,IA,Crawford,High,2,280,11971.6
33,2016,IA,Crawford,High,2,40,11005.7
33,2016,IA,Crawford,High,2,40,15039.3
33,2016,IA,Crawford,High,2,200,11225.4
33,2016,IA,Crawford,High,2,40,16026
33,2016,IA,Crawford,High,3,0,7355.8
33,2016,IA,Crawford,High,3,40,12192.4
33,2016,IA,Crawford,High,3,40,13275.6
33,2016,IA,Crawford,High,3,40,14441.8
33,2016,IA,Crawford,High,3,200,11729.7
33,2016,IA,Crawford,High,3,40,15412.8
33,2016,IA,Crawford,High,3,80,12463.4
33,2016,IA,Crawford,High,3,80,16318.6
33,2016,IA,Crawford,High,3,40,13196.5
33,2016,IA,Crawford,High,3,160,11984.1
33,2016,IA,Crawford,High,3,240,12698.2
33,2016,IA,Crawford,High,3,120,13374.3
33,2016,IA,Crawford,High,3,80,13436.3
33,2016,IA,Crawford,High,3,40,13822
33,2016,IA,Crawford,High,3,280,11931
33,2016,IA,Crawford,High,3,40,10700
33,2016,IA,Crawford,High,4,120,10813.4
33,2016,IA,Crawford,High,4,80,14035.8
33,2016,IA,Crawford,High,4,40,12780.4
33,2016,IA,Crawford,High,4,80,12502.9
33,2016,IA,Crawford,High,4,240,11869.2
33,2016,IA,Crawford,High,4,40,15409.7
33,2016,IA,Crawford,High,4,160,12101.8
33,2016,IA,Crawford,High,4,40,15717.4
33,2016,IA,Crawford,High,4,40,13378.8
33,2016,IA,Crawford,High,4,40,9992.1
33,2016,IA,Crawford,High,4,280,11233.5
33,2016,IA,Crawford,High,4,0,7592.7
33,2016,IA,Crawford,High,4,40,13518.6
33,2016,IA,Crawford,High,4,80,12115.2
33,2016,IA,Crawford,High,4,200,12348.2
33,2016,IA,Crawford,High,4,40,16559.1
34,2016,IA,Story,Low,1,40,11177
34,2016,IA,Story,Low,1,80,13116.2
34,2016,IA,Story,Low,1,40,12905.9
34,2016,IA,Story,Low,1,40,15493
34,2016,IA,Story,Low,1,80,14857.9
34,2016,IA,Story,Low,1,40,15151.2
34,2016,IA,Story,Low,1,40,13807
34,2016,IA,Story,Low,1,160,14922.2
34,2016,IA,Story,Low,1,0,7985.9
34,2016,IA,Story,Low,1,120,15385.7
34,2016,IA,Story,Low,1,40,15999
34,2016,IA,Story,Low,1,40,15398.9
34,2016,IA,Story,Low,1,80,14148.2
34,2016,IA,Story,Low,1,200,15982.6
34,2016,IA,Story,Low,1,240,15206.1
34,2016,IA,Story,Low,1,280,15619.8
34,2016,IA,Story,Low,2,160,16075.6
34,2016,IA,Story,Low,2,80,15511.1
34,2016,IA,Story,Low,2,240,16103.4
34,2016,IA,Story,Low,2,40,16030.6
34,2016,IA,Story,Low,2,0,8560.4
34,2016,IA,Story,Low,2,40,15652.3
34,2016,IA,Story,Low,2,40,13718.2
34,2016,IA,Story,Low,2,80,14217
34,2016,IA,Story,Low,2,120,15374.9
34,2016,IA,Story,Low,2,40,14909.6
34,2016,IA,Story,Low,2,80,15002.5
34,2016,IA,Story,Low,2,280,14919.8
34,2016,IA,Story,Low,2,40,9783
34,2016,IA,Story,Low,2,40,15883.2
34,2016,IA,Story,Low,2,200,16695.9
34,2016,IA,Story,Low,2,40,16579.2
34,2016,IA,Story,Low,3,0,7831.7
34,2016,IA,Story,Low,3,40,13427.9
34,2016,IA,Story,Low,3,40,15562.3
34,2016,IA,Story,Low,3,40,15793.2
34,2016,IA,Story,Low,3,200,14974.2
34,2016,IA,Story,Low,3,40,15410.4
34,2016,IA,Story,Low,3,80,12823.3
34,2016,IA,Story,Low,3,80,15154.4
34,2016,IA,Story,Low,3,40,16037
34,2016,IA,Story,Low,3,160,15988.5
34,2016,IA,Story,Low,3,240,15178.7
34,2016,IA,Story,Low,3,120,15246.8
34,2016,IA,Story,Low,3,80,16069.9
34,2016,IA,Story,Low,3,40,14512.3
34,2016,IA,Story,Low,3,280,16679.4
34,2016,IA,Story,Low,3,40,10339
34,2016,IA,Story,Low,4,120,15547.4
34,2016,IA,Story,Low,4,80,15746.6
34,2016,IA,Story,Low,4,40,13978.9
34,2016,IA,Story,Low,4,80,15042.7
34,2016,IA,Story,Low,4,240,15012.1
34,2016,IA,Story,Low,4,40,14293.6
34,2016,IA,Story,Low,4,160,15486
34,2016,IA,Story,Low,4,40,14834.8
34,2016,IA,Story,Low,4,40,15818.6
34,2016,IA,Story,Low,4,40,10328.9
34,2016,IA,Story,Low,4,280,15205
34,2016,IA,Story,Low,4,0,7031.9
34,2016,IA,Story,Low,4,40,14473.6
34,2016,IA,Story,Low,4,80,11756.8
34,2016,IA,Story,Low,4,200,15602.6
34,2016,IA,Story,Low,4,40,13719.4
35,2016,IL,Shumway,Low,1,40,9500.4
35,2016,IL,Shumway,Low,1,80,11017.5
35,2016,IL,Shumway,Low,1,40,11902.2
35,2016,IL,Shumway,Low,1,40,12714.1
35,2016,IL,Shumway,Low,1,80,13106.1
35,2016,IL,Shumway,Low,1,40,12166.7
35,2016,IL,Shumway,Low,1,40,12954.4
35,2016,IL,Shumway,Low,1,160,14752.7
35,2016,IL,Shumway,Low,1,0,6376.9
35,2016,IL,Shumway,Low,1,120,13286
35,2016,IL,Shumway,Low,1,40,11701.3
35,2016,IL,Shumway,Low,1,40,12830.7
35,2016,IL,Shumway,Low,1,80,12314.4
35,2016,IL,Shumway,Low,1,200,12837.9
35,2016,IL,Shumway,Low,1,240,14394
35,2016,IL,Shumway,Low,1,280,13889.6
35,2016,IL,Shumway,Low,2,160,13684.8
35,2016,IL,Shumway,Low,2,80,13552.4
35,2016,IL,Shumway,Low,2,240,13759.7
35,2016,IL,Shumway,Low,2,40,12509.9
35,2016,IL,Shumway,Low,2,0,7543.3
35,2016,IL,Shumway,Low,2,40,11125.5
35,2016,IL,Shumway,Low,2,40,11322.2
35,2016,IL,Shumway,Low,2,80,12120.7
35,2016,IL,Shumway,Low,2,120,11186
35,2016,IL,Shumway,Low,2,40,10607.2
35,2016,IL,Shumway,Low,2,80,12092.9
35,2016,IL,Shumway,Low,2,280,14247.1
35,2016,IL,Shumway,Low,2,40,8551.1
35,2016,IL,Shumway,Low,2,40,11762.1
35,2016,IL,Shumway,Low,2,200,14746.3
35,2016,IL,Shumway,Low,2,40,12578.9
35,2016,IL,Shumway,Low,3,0,8241.5
35,2016,IL,Shumway,Low,3,40,10371.3
35,2016,IL,Shumway,Low,3,40,11850.1
35,2016,IL,Shumway,Low,3,40,12578.9
35,2016,IL,Shumway,Low,3,200,14059
35,2016,IL,Shumway,Low,3,40,10272.3
35,2016,IL,Shumway,Low,3,80,11890.6
35,2016,IL,Shumway,Low,3,80,13314.8
35,2016,IL,Shumway,Low,3,40,11343.9
35,2016,IL,Shumway,Low,3,160,14809.6
35,2016,IL,Shumway,Low,3,240,13175.2
35,2016,IL,Shumway,Low,3,120,12309
35,2016,IL,Shumway,Low,3,80,12285.9
35,2016,IL,Shumway,Low,3,40,10366.5
35,2016,IL,Shumway,Low,3,280,12723.1
35,2016,IL,Shumway,Low,3,40,10187.7
35,2016,IL,Shumway,Low,4,120,10810.2
35,2016,IL,Shumway,Low,4,80,.
35,2016,IL,Shumway,Low,4,40,10722.3
35,2016,IL,Shumway,Low,4,80,13055.9
35,2016,IL,Shumway,Low,4,240,14491
35,2016,IL,Shumway,Low,4,40,12674.3
35,2016,IL,Shumway,Low,4,160,14039.5
35,2016,IL,Shumway,Low,4,40,12312.3
35,2016,IL,Shumway,Low,4,40,11910.7
35,2016,IL,Shumway,Low,4,40,7475.3
35,2016,IL,Shumway,Low,4,280,14519.2
35,2016,IL,Shumway,Low,4,0,6513.9
35,2016,IL,Shumway,Low,4,40,12131.5
35,2016,IL,Shumway,Low,4,80,9272.3
35,2016,IL,Shumway,Low,4,200,13835.3
35,2016,IL,Shumway,Low,4,40,13602
36,2016,IL,Urbana,High,1,40,11046.5
36,2016,IL,Urbana,High,1,80,13088.5
36,2016,IL,Urbana,High,1,40,13005
36,2016,IL,Urbana,High,1,40,14610.1
36,2016,IL,Urbana,High,1,80,15338.4
36,2016,IL,Urbana,High,1,40,14617.3
36,2016,IL,Urbana,High,1,40,14629.8
36,2016,IL,Urbana,High,1,160,15123.9
36,2016,IL,Urbana,High,1,0,6372.2
36,2016,IL,Urbana,High,1,120,14026.1
36,2016,IL,Urbana,High,1,40,14394.3
36,2016,IL,Urbana,High,1,40,14714.9
36,2016,IL,Urbana,High,1,80,15469.7
36,2016,IL,Urbana,High,1,200,14044
36,2016,IL,Urbana,High,1,240,15469.6
36,2016,IL,Urbana,High,1,280,14936.1
36,2016,IL,Urbana,High,2,160,14737.2
36,2016,IL,Urbana,High,2,80,14632.2
36,2016,IL,Urbana,High,2,240,15007.4
36,2016,IL,Urbana,High,2,40,15251.4
36,2016,IL,Urbana,High,2,0,6508.4
36,2016,IL,Urbana,High,2,40,15254.3
36,2016,IL,Urbana,High,2,40,12329.6
36,2016,IL,Urbana,High,2,80,11988.4
36,2016,IL,Urbana,High,2,120,13246.2
36,2016,IL,Urbana,High,2,40,13225
36,2016,IL,Urbana,High,2,80,13447.1
36,2016,IL,Urbana,High,2,280,14978.8
36,2016,IL,Urbana,High,2,40,8883.7
36,2016,IL,Urbana,High,2,40,14499.5
36,2016,IL,Urbana,High,2,200,.
36,2016,IL,Urbana,High,2,40,14996.7
36,2016,IL,Urbana,High,3,0,6594.6
36,2016,IL,Urbana,High,3,40,11430.9
36,2016,IL,Urbana,High,3,40,13659.1
36,2016,IL,Urbana,High,3,40,13752
36,2016,IL,Urbana,High,3,200,15271.5
36,2016,IL,Urbana,High,3,40,14586.8
36,2016,IL,Urbana,High,3,80,10598.4
36,2016,IL,Urbana,High,3,80,15898.6
36,2016,IL,Urbana,High,3,40,14110.6
36,2016,IL,Urbana,High,3,160,13215.8
36,2016,IL,Urbana,High,3,240,14069.2
36,2016,IL,Urbana,High,3,120,13272.8
36,2016,IL,Urbana,High,3,80,14839.6
36,2016,IL,Urbana,High,3,40,13890.3
36,2016,IL,Urbana,High,3,280,.
36,2016,IL,Urbana,High,3,40,11162.2
36,2016,IL,Urbana,High,4,120,14157.8
36,2016,IL,Urbana,High,4,80,14086.9
36,2016,IL,Urbana,High,4,40,12455.8
36,2016,IL,Urbana,High,4,80,14109.3
36,2016,IL,Urbana,High,4,240,15567.4
36,2016,IL,Urbana,High,4,40,14266.4
36,2016,IL,Urbana,High,4,160,12864.4
36,2016,IL,Urbana,High,4,40,15090.4
36,2016,IL,Urbana,High,4,40,13951.7
36,2016,IL,Urbana,High,4,40,10177.9
36,2016,IL,Urbana,High,4,280,13468.7
36,2016,IL,Urbana,High,4,0,8574.9
36,2016,IL,Urbana,High,4,40,14950.2
36,2016,IL,Urbana,High,4,80,11936.6
36,2016,IL,Urbana,High,4,200,15282.5
36,2016,IL,Urbana,High,4,40,15386.4
37,2016,IN,Loam,High,1,40,10936
37,2016,IN,Loam,High,1,80,13730
37,2016,IN,Loam,High,1,40,13085
